,smiles,microsom_stab_h
1217,Cc1ccc(CN(C)C(=O)c2cn(Cc3ccccc3F)nn2)cc1,1.811313546
1218,Cc1nnc(NC(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)s1,1.081671287
1219,N#CCCN(C(=O)c1cccs1)C12CC3CC(CC(C3)C1)C2,2.417627779
1221,Cc1cccc(Oc2ncccc2N)c1C,1.066586796
1222,CC(C)c1cnc(COc2ccc(Br)nc2)o1,1.863370451
1223,CCN1CCC(n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2)CC1,2.15518416
1226,Cn1c(=O)c2c(nc3n2CCN3Cc2c(F)cccc2Cl)n(C)c1=O,1.074926097
1227,C#CCNC(=O)Cc1coc2cc(OC)ccc12,1.188647296
1228,COc1ccc(CN2CCc3nc(-c4cccnc4)nc(O)c3C2)c(C)c1C,1.283007076
1229,CN(C)c1nc(N)nc(Sc2ccccc2)n1,2.03213908
1230,Cc1c(C(=O)N2CCC(C(=O)Nc3ccc4c(c3)OCO4)CC2)oc2c(F)cccc12,1.765415205
1232,CCc1cc(CN(C)c2nccc(-c3ccc(C)nc3C)n2)on1,1.951230632
1235,CN(C)c1cnn(CCC(C#N)(c2ccccc2)c2ccccc2)c(=O)c1,2.092874971
1236,Nc1nc(-c2ccccc2)nc2nc(C3CCCN(CC(=O)N4CCCC4)C3)ccc12,0.764250875
1239,O=C(NCCc1ccc2c(c1)OCO2)Nc1ccncc1,0.920175522
1240,COc1ccc(CNC(=O)c2cc(-c3cncc(C)c3)ncc2-c2nccs2)nc1OC,1.247703282
1242,COc1cccc(CN2Cc3ccccc3OC3(CCOCC3)C2)c1,2.123371366
1245,CN(C)CCN(Cc1ccccc1)Cc1ccccc1O,2.518487618
1247,CN(CCOCCOc1ccccc1-c1ccccc1)Cc1ccccc1.O=C(O)C(=O)O,2.334294883
1249,C=C(C)COc1cccc(C(=O)NCc2nncn2C2CCCCC2)c1,2.199618068
1250,Cc1cnc(Cl)nc1-c1ccc(N(Cc2ccc(CNC(=O)C(F)F)cc2)C(=O)c2ccc(O)cc2O)cc1,1.616454508
1252,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12,2.567713162
1253,CC(=O)Nc1cccc(CN2CCCN(C(C)=O)c3ccccc32)c1,2.143629875
1254,Cc1ccccc1C(=O)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,2.058228573
1256,Cc1cccnc1NC(=O)Cc1coc2c(C)c(C)ccc12,2.09405865
1257,Cn1cc(CN2CCN(c3ccccc3O)CC2)c(-c2ccncc2)n1,1.436623741
1258,Cc1cccc(C)c1OCC(=O)N(C)C1(C#N)CCC1,1.122576275
1261,CN1CCC(OC(=O)Nc2ccc(Cl)c(Cl)c2)CC1,0.932930143
1262,CCc1nc(C)c(Cn2ccnc2-c2cnc(N3CCCC3)nc2)s1,1.504076488
1263,COc1ccc(-c2nc3cc(C)ccc3cc2CN(C)Cc2nccn2C)cc1,2.470672106
1264,Cc1ccc2c(c1)cc(CNCCc1ccccc1)c1nnnn12,2.619907912
1265,O=C(CCn1cncn1)N(CC#Cc1ccccc1)C1CCCC1,2.419345987
1266,C[C@@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,1.311160273
1267,CC(=O)Nc1ccnn1C1CCN(Cc2ccccc2C#Cc2ccccc2)CC1,1.916343387
1268,Cc1nnc(-c2ccccc2-c2ccc(O)cc2)s1,1.165184952
1270,CCCNC(=O)c1c(C)nn(-c2ccccc2)c1C,1.115876664
1271,CN1CCN(C(=O)c2cc(Br)cnc2Cl)c2cnccc21,0.958611658
1272,Cc1nc(COc2ccc(F)cc2)sc1C(=O)N1CCC(C)CC1,1.955408712
1274,O=C(NCCN1CCC(O)(c2cccc(F)c2)CC1)c1cccc(F)c1,0.95927995
1275,COC(=O)c1cc(F)c(C)c(NC(=O)CCCc2ccccn2)c1,2.900555555
1276,COc1ccc(C)cc1-n1ccc(C(=O)Nc2c3c(nn2C)CCC3)n1,1.667069858
1278,NC(=O)c1cnc(NC2CC2)nc1CCNC(=O)C1(c2cccc(F)c2)CCOCC1,1.575834185
1279,CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)COc2ccc(C(C)C)cc2)CC1,2.128396037
1280,O[C@@H]1C[C@@H](c2nc(-c3cccnc3)no2)N(CCCc2ccccc2)C1,2.031913164
1281,Cn1nc(C2CC2)c2[nH]c(-c3cccc(CN4CCOCC4)c3)nc21,1.273834318
1282,COC(=O)[C@@H]1Cc2ncn(Cc3ccccc3)c2CN1C(C)=O,0.796851749
1283,Fc1cccc(CCNCc2cc(-c3ccccc3)cn3nnnc23)c1,2.27956657
1284,COc1ccc(OC)c(S(=O)(=O)Nc2cccc(CCc3ccccn3)c2)c1,2.765215401
1285,O=C(O)c1cccc(N2CCC(Oc3ccc(Cl)cc3)CC2)n1,0.688686724
1286,c1ccc(C(c2ccccc2)c2noc(Cn3cnc(C4CC4)n3)n2)cc1,1.579360525
1290,CN1CCc2nc(NC(=O)c3ccc(Cl)s3)sc2C1,1.301160264
1292,Cc1cccc(N(C)C(=O)COC2CCCC2)n1,1.651054993
1293,Cc1cc(C(=O)Nc2cccc(-c3cnco3)c2)c2c(C)nn(C)c2n1,1.46265251
1294,CCN(CC)CCCNc1ncc(-c2cc(C)no2)c(-c2ccco2)n1,0.710202015
1296,OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,0.964118143
1297,Fc1ccc(CNc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,1.978769224
1298,Cc1oc(C)c(C(=O)NCC#Cc2ccccc2)c1C,2.028611915
1299,CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)CCc2ccccc2)CC1,2.313316625
1300,Cc1cc(NCc2ccnc(N3CCCC3)c2)c2ccccc2n1,1.375864714
1301,Cc1ccc(C)c(OCC(=O)N2CCC(C(=O)Nc3ccccc3)CC2)c1,2.48007884
1302,Cc1nccc(-c2cccc(NCC(=O)N3CCCCCCC3)c2)n1,2.479295959
1303,Cc1ccc(-c2cnc(N)cn2)c2cccnc12,1.36398783
1304,COc1ccc(CNC(=O)c2nnn(-c3ccc(OC)cc3)c2N)cc1,0.874249823
1305,O=C(NC1CCCCC1)C1CCN(c2ccncc2Cl)CC1,1.34964657
1306,c1ccc(C2(c3ccccc3)CCCN(Cc3nnc(C4CC4)o3)C2)cc1,2.390396318
1307,Cc1nn(C)c2ncnc(N(C)Cc3cccc(Cl)c3)c12,1.451939869
1308,CN(C)C1CN(c2nc(-c3cnccn3)nc3sc4c(c23)CCCC4)C1,1.966118257
1309,CC(C)c1nc(CCn2ccnc2-c2ccoc2)cs1,2.368508161
1310,Cc1cc2occ(CC(=O)NC3CCN(C)CC3)c2cc1C(C)C,1.141857223
1312,Nc1ccccc1OCCn1ccnc1,0.849235091
1313,CCCCCCNc1ncnc2[nH]ccc12,1.850480817
1314,Cc1cc2cc(C(=O)N(Cc3ccc4c(c3)OCO4)C3CC3)ccc2o1,2.104353935
1315,CCOc1ccccc1C(=O)N1CCC(c2nc(-c3ccc(OC)cc3)c(C(N)=O)[nH]2)CC1,2.017467417
1318,COc1cccc(-n2nc(C(=O)O)cc2-c2ccc(C3CCCCC3)c(Cl)c2)c1,0.891035415
1321,CCc1noc(-c2ccc(CCN)cc2)n1,2.595662633
1324,Cc1cc(C)n(-c2cccc(NC(=O)c3ccc(F)c(F)c3)c2)n1,1.4954472
1327,Cc1nc2cc(-c3nccn3C)nn2c(NCc2cccnc2)c1C,1.167524092
1329,CCOc1ccc(C(=O)Nc2cc(C(=O)OC)ccc2N2CCN(C(C)=O)CC2)cc1,1.337559088
1331,COc1cccc(-c2ccc(C(=O)N(C)Cc3c(C)nn(C(C)C)c3C)o2)c1,2.421791423
1332,Cc1cc(N(C)C)nc(-n2ccnc2)n1,1.599162287
1334,COc1cc2c(cc1NC(C)=O)oc1ccccc12,2.067691896
1336,Cc1noc(C(C)C)c1C(=O)Nc1ccccn1,1.453914321
1340,Cc1cc(N(C)C)nc(-n2cnc(C#N)n2)n1,1.526261718
1341,N#CC1(CN2CCc3cc(-c4ccccc4)oc3C2)CC1,1.861456745
1342,CCOC(=S)SCC(=O)Nc1nc(-c2ccc(C3CCCCC3)cc2)cs1,2.426057211
1343,Nc1nc(N)c2c(Cl)c(Br)ccc2n1,0.866582677
1344,c1ccc(Cc2n[nH]c(CSc3ccccc3)n2)cc1,1.950433012
1345,Cc1cc(-c2ccc(N)nc2)cc(C2CCN(C(=O)CCCc3ccc(F)c(C)c3)CC2)n1,2.983717827
1346,Cc1ccc(-c2ccc(=O)n(Cc3ccncc3)n2)cc1,1.620500418
1348,CCOC(=O)c1cc2ccccc2n1CC(=O)c1ccc(F)cc1,2.878301145
1350,CC(C)c1ccc2c(c1)[C@H](NC(=O)Cn1ccnn1)CCC2,1.94849121
1351,Cc1ccccc1COC1CN(C(=O)Cn2c(=O)[nH]c3ccccc32)C1,1.183298321
1352,COc1cc(CNc2nc3ccccc3nc2C)ccn1,1.041984501
1353,CCN1CCc2nc(NC(=O)Cc3ccc(Cl)cc3)sc2C1,1.064570292
1355,Cn1ccnc1CN(C(=O)c1[nH]c2ccccc2c1Cl)C1CC1,1.956437379
1356,Clc1ccc(Cc2nc(-c3cccnc3)no2)cc1,1.429461577
1358,O=C1CCCc2c1[nH]c1cc(-n3ccnc3-c3ccncc3)ccc21,1.426576319
1359,O=C(NCCc1csc(N2CCCC2)n1)N1CCSCC1,1.792013268
1360,Cc1ccccc1-n1cc[nH]c(=O)c1=O,0.706973676
1361,CCN(CC)C(=O)N1CCCN(C(=O)N(CC)CC)CC1,1.835956773
1362,c1ccc(-n2ncc3c(-n4ccnc4)ncnc32)cc1,1.204092838
1363,CCOC(=O)c1ccc(NC(=O)Cn2cnc3ccccc32)cc1,0.847202364
1364,COC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N(C)Cc2cccs2)c1C,1.733526273
1365,CC(=O)N1CCC(CCNc2ccc3ccc(F)cc3n2)CC1,1.332458659
1366,O=C(CSC1CCCC1)N1CCC(n2ccnn2)CC1,1.121231455
1368,CC(C)(C)C(=O)N1CCC(CN2C(=O)C(=O)N(C3CCCC3)C2=O)CC1,1.345059906
1369,CC(=O)N1CCCN(Cc2c(C)nn(C)c2Cl)CC1,1.063971007
1371,COc1ccc2nc(C)nc(N3CC(CO)C3)c2c1,0.720985744
1373,O=C(CCc1ccc2c(c1)OCO2)Nc1nc2c(s1)CCC2,1.988487609
1375,CCCC(=O)Nc1ccc(C)c2ncccc12,0.941262909
1376,CC(C)Cn1c(=O)[nH]c(=O)c2c1nc1n2CCCCC1,0.856003454
1380,O=C(CCn1nnc2ccccc2c1=O)Nc1ccncc1,0.965342836
1383,Clc1ccc(Cc2nc(-c3ccccc3)n[nH]2)cn1,1.611500263
1384,CCCn1ncc2[nH]c(C3CCCCC3)nc21,1.2999429
1385,Cc1ccc(-c2noc(CCC(=O)N3CCCC3(C)C)n2)cc1F,2.357904369
1386,CCC(=O)N1CCCc2cc(C(O)CN3CCN(c4ccc(OC)cc4)CC3)ccc21,2.223900713
1387,O=C(Nc1nc2ccccc2[nH]1)C1CCCCC1,1.190135521
1389,O=C(Cc1ccc2c(c1)OCCO2)NC1CCCCCC1,2.288186604
1391,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,2.174678956
1393,Cc1nccc(-c2cccc(NCC(=O)N(C)c3ccccc3)c2)n1,1.341474094
1394,Cc1cc(C)n2ncc(C(=O)NC3CCCCC3)c2n1,1.746634199
1396,Cn1c(CNC(=O)Cc2ccccc2)nc2ccccc21,0.877486528
1398,CC(=O)N1CCC(Cn2ccnc2-c2cc3ccccc3s2)CC1,1.66738757
1399,Cc1nc(CN2C[C@@H](c3ccc4c(c3)OCO4)[C@@H]3[C@H]2C2CCN3CC2)co1,1.985201858
1400,CC(C)c1cc(N2CCc3[nH]nc(C4CC4)c3C2)n2nccc2n1,1.847270275
1401,Fc1ccccc1-c1noc(-c2ccc(NCCc3cnccn3)nc2)n1,1.007064656
1402,COc1ccccc1OC1CCN(Cc2ccccc2C#N)CC1,2.341915049
1405,COc1cc2c(cc1OC)CN(C(=O)C1CCCN(S(=O)(=O)c3cccs3)C1)CC2,1.834516073
1407,COc1cc2c(cc1OC)CN(C(=O)C1CCCN(C(=O)OC(C)(C)C)C1)CC2,2.024419985
1408,Cn1ncc2c1CCc1sc(NC(=O)c3cccnc3)nc1-2,1.221153322
1409,COc1ccc2nc(NCc3cnn(C)c3)ccc2c1,1.454600977
1410,O=C(c1cccc(N2CCNC2=O)c1)N1CCc2ccccc2C1,1.108192805
1411,Cc1nnc(N2CCCSCC2)c(C#N)c1C,1.553118092
1412,CN(C)CCN(Cc1ccccc1)C(=O)CCC(=O)Nc1ncc(-c2ccccc2)n1C,1.964019075
1413,CC1(C)CN(C(=O)C2(C(=O)N3CC(C)(C)C3(C)C)CCC2)C1(C)C,2.48279929
1414,Cc1cccc(O[C@H]2CN(Cc3ccc(OCCCO)cc3)C[C@@H]2O)c1,1.851252232
1415,c1csc(-c2csc3nc(CN4CCOCC4)nc(N4CCc5[nH]ncc5C4)c23)c1,2.747507358
1417,Cc1nn(C)c(C)c1CCC(=O)N1CCN(C)Cc2ccccc21,1.870626263
1418,O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(F)cc1Cl,1.915083102
1419,Cc1n[nH]c(-c2c(C)c3cc(F)ccc3n2C)n1,1.945350394
1420,CCN1CCc2ncnc(N(C)Cc3ccc4c(c3)OCCO4)c2C1,2.057434063
1421,Cc1nc(NCC(C)(C)c2ccccc2)n(C)n1,1.030721129
1423,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,1.173696047
1424,COc1ccc(C(=O)N2CCCC2)cc1NC(C)C,0.893428842
1425,O=C(OCc1cc(Cl)ccn1)c1ccc2[nH]c(C(F)F)nc2c1,2.711798796
1426,Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(N3CCC3)ncnn12,1.735023717
1428,CN(C)c1cccc(Cn2ccnc2-c2ccc(O)cc2)c1,1.890180609
1429,CC(C)(C)OC(=O)NCc1ccc(C(=N)NC(=O)OCc2ccccc2)cc1,1.9259718
1430,N#Cc1cccc(CN2CCOC[C@H](Oc3ccccc3)C2)c1,2.10850752
1432,Cc1csc(NC(=O)c2ccc(-c3ccncc3)cc2)n1,1.552510041
1433,CCN(C(=O)N1CCC(CC(=O)N2CCN(C)CC2)CC1)C(C)C,1.377615831
1436,Cc1ccc2[nH]c(C3CCN(C)CC3)nc2c1,1.945872163
1437,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO,1.430671559
1438,O=c1[nH]c2ccccc2n1C1CCN(Cc2nc(-c3ccsc3)no2)CC1,1.212400703
1439,CC(c1nnc(-c2cccs2)o1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,1.257318513
1440,O=C(CN1CCC(n2c(=O)[nH]c3ccccc32)CC1)N1CCc2ccccc21,1.018034403
1442,N#Cc1ccccc1OCc1csc(-c2ncccn2)n1,1.493234921
1444,COc1cccc(CN(C)c2ncnc3c2CN(C)CC3)c1,1.269419538
1446,Cc1ccc(-c2nnc([C@H]3CCN(Cc4cc5ccccc5o4)C3)o2)cc1,1.692406235
1447,CC(C)CN1CC[C@H](c2nc3ccc(C#N)cc3[nH]2)C1,0.825361196
1449,N#Cc1ccc2nc([C@H]3CCN(C4CCC4)C3)[nH]c2c1,0.860697274
1450,O=C(O)c1cnc(/C=C/c2csc(-c3ccsc3)n2)s1,0.895864351
1451,FC(F)(F)c1nccc(NCCSc2nc3ccccc3o2)n1,2.408097439
1453,Cc1nc(NC2(c3cccc(Cl)c3)CC2)c2c(C)noc2n1,0.964306782
1454,CCc1oc2c(-n3cnnc3)cccc2c1C,2.046417117
1455,CCOC(=O)c1cccnc1-c1ccc2[nH]ccc2c1,1.936523795
1457,Cc1cc(C)nc(NCc2cnc(C)c(C)c2)n1,1.09805504
1458,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.962132469
1459,Cc1nn(Cc2csc(-c3cccs3)n2)c(N)c1C#N,1.28316549
1460,COc1ccc2cc(-c3[nH]c(-c4ccc(S(C)=O)cc4)nc3-c3ccncc3)ccc2c1,0.695569227
1461,CN(Cc1ccccc1Br)C(=O)Nc1ccc(C(=O)N2CCCC2)cc1,1.165184952
1462,COc1cccc(-c2cccc(N)n2)c1F,1.924899264
1464,Cc1cc(Nc2ccccn2)cc(C2CCCN(CC(=O)Nc3ncc(C)s3)C2)n1,1.775464809
1465,O=C(CCc1ccc(Cl)cc1)N1CCCC(c2n[nH]cc2-c2cccc(F)c2)C1,2.968260608
1466,CCOc1cccc(CNCCc2c[nH]c3ccccc23)c1,1.95800453
1467,CCN(C(=O)N1CCC(OC2CCOCC2)CC1)C(C)C,1.334534169
1469,C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,1.590016582
1472,O=C(COc1ncnc2ccccc12)NC12CC3CC(CC(C3)C1)C2,1.794104471
1473,O=C(NCc1cccnc1)c1sccc1-c1ccccc1,1.655032731
1475,COc1ccc(-c2ccc(CN(CCN(C)C)Cc3ccncc3)cc2)cc1,1.50370899
1477,O=C(NC1CCCCCC1)c1ccc(-c2cnco2)cc1,1.173739714
1478,Cc1cnc(CNCc2cccc3c2OCO3)s1,1.518105775
1479,CNC(=O)Cc1nc(-c2cncc(C)c2)cs1,0.767601068
1480,Cn1ncc2c(Oc3cccc(Oc4ccccn4)c3)ncnc21,1.005952287
1481,CC(=O)Nc1nc(-c2c(C)cc(C)cc2C)cs1,1.396948687
1484,Cc1csc(Nc2ccc(C#N)cc2)n1,2.303548104
1486,Cc1c(-c2ccccc2)oc2c(C(=O)NCCCN3CCCCC3)cccc2c1=O,1.122936373
1488,O=C(Cc1cccs1)NCc1ccccc1F,1.319647288
1490,c1ccc(CCn2cnc3c2CCN(c2ncccn2)C3)cc1,2.314783332
1491,Cc1cccc(NCC2CCN(C(=O)c3ccccc3)CC2)n1,1.120178938
1492,O=C(NCCCNC(=O)c1cc2ccccc2[nH]1)c1ccc2c(c1)OCCO2,1.284543523
1494,O=C(NC1CC1)c1cccc2cccnc12,0.718335579
1495,COCCc1nc(-c2ccccc2-c2ccccc2)n(CCO)n1,1.388633969
1496,C1CCC(OCc2noc(C3CC3)n2)CC1,1.532053339
1497,Cc1noc(C)c1CC(=O)N1CCc2[nH]c3ccc(Br)cc3c2C1,2.220850463
1498,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,0.845903839
1501,Cc1cccc(OC2CN(C(=O)Cn3c(C)nn(-c4ccccc4)c3=O)C2)c1,1.13001195
1502,CN(C)c1ccc(-c2ccc(COCc3cccs3)cc2)nn1,1.883553558
1503,O=C(c1ccc2oc(CCCc3ccccc3)nc2c1)N1CCC(Oc2cccnc2)CC1,2.831694486
1504,O=C(NC1CCCCCC1)c1ccc(CSc2nc3ccccc3[nH]2)cc1,2.20751319
1505,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,1.176178109
1506,Cc1cc(C(=O)NC2CCN(C(=O)c3cc(C)sc3C)CC2)no1,0.990027899
1508,CN(Cc1cccc(C#N)c1)c1cnc2ccccc2n1,1.876950671
1510,COc1cncc(-c2ccnc3[nH]ccc23)c1,1.826541257
1512,Cc1nc(C)c(CNc2cnn(-c3ccccc3)c2)s1,1.152013
1513,Cc1cccc(NC2CCN(Cc3ccncc3)CC2)n1,1.269676358
1515,CN(C)c1nc(CN2CCOCC2)nc2scc(-c3cccs3)c12,2.216862327
1516,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,1.646717325
1517,O=C(Nc1cccnc1)c1ccccc1Cc1ccccc1,1.53058386
1519,CC(C)c1cc(CN(C)Cc2c[nH]nc2-c2ccc(F)cc2)no1,2.512513633
1520,Cc1ccc(OCc2noc(-c3ccsc3)n2)cn1,1.748823493
1521,c1cnc(N2CC(c3nc4ccccc4[nH]3)C2)nc1,1.00548081
1522,Cc1cc(C)cc(C(=O)Nc2c(C#N)cnn2C)c1,1.435939875
1523,CN(C)CCNc1c2c(c(C#N)c3nc4ccccc4n13)CCCC2,1.380102655
1524,Cc1ccc2c(c1)C(=O)CC1(CCN(C(=O)c3ccc4nc(C)cc(O)c4c3)CC1)O2,1.264274615
1525,COc1ccccc1-c1ccc(CC2(C(=O)NC3CC3)CCOCC2)cc1,1.910592392
1527,O=C1c2cccc3cccc(c23)C(=O)N1CCN1CCOCC1,1.081563321
1528,O=C(NC1CCCC1)c1cc(C2CC2)nc2ccccc12,1.791360769
1529,Cn1cc(CCNc2cncc(Br)c2)cn1,1.079868335
1530,N#Cc1cccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(Cc4ccc(F)cc4)C2)C3)c1,2.338143609
1532,Cc1noc(-c2ccc(NC(=O)Cc3ccccc3)cc2)n1,0.893095666
1533,Cc1ccc(C2(O)CCN(Cc3cn(C)c4ccc(F)cc34)CC2)cc1,1.814560548
1534,Cc1nnnn1CCN(C)c1ccccc1,0.944482672
1536,Cc1nn(C)c(C)c1NC(=O)CN1CCC2(CCCCC2)CC1,1.091948191
1538,O=C(NCc1nnc2n1-c1ccccc1CC2)c1ccc2ccccc2c1,1.456487497
1539,Cc1cc(C)n(-c2ccc(CNC(=O)c3ccc4c(c3)CCO4)cn2)n1,1.056981037
1540,O=C(NCCc1ccc2c(c1)OCO2)C1CCCC1,1.440121603
1541,O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1,2.047734236
1542,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,0.678154038
1543,CCn1ncc(-c2cc(C(F)F)nc(NCCCOC)n2)c1C,1.639685661
1544,Cc1cc(C)c(NC(=O)c2cc(Cl)ccc2F)c(C)n1,0.913548958
1545,CCc1nnc(NC(=O)c2ccc3cc(OC)ccc3n2)s1,1.554864538
1547,CCc1nnc(Nc2cccc(C3CCCN(CC(=O)N4CCCC4)C3)n2)s1,1.687493289
1548,Cc1cc(C)n(-c2cc(Nc3ccccc3C)ncn2)n1,1.775828814
1552,COc1ccc(CC(=O)N2CCc3[nH]c4ccc(Cl)cc4c3C2)cc1OC,2.077560479
1553,Cc1cc(C)nc(-n2nc(C)c(CC(=O)NC3CCCCCC3)c2C)n1,1.64229631
1554,CS(=O)(=O)c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,1.195124423
1555,Cc1ncc(C(=O)Nc2ncnc3oc(C)c(C)c23)s1,1.420137355
1556,Cc1ccc2c(c1)c(Cn1ccnc1-c1cccc(C)n1)nn2C,2.085358376
1557,Cc1noc(C2CCN(CCc3ccccc3)CC2)n1,1.255730685
1558,O=C(Nc1ccc2sccc2c1)N1CCCN(C(=O)Oc2ccccc2)CC1,1.893900404
1559,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2,1.151001908
1561,NC(=O)c1ccc(Oc2ccc(C(=O)N3CCCCCC3)cc2)cc1,1.05514889
1562,O=C(CCCOc1ccccc1)N1CCCC1,1.018284308
1563,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,1.731274412
1564,Cc1cc2ccccc2n1CC(=O)N1CCc2ccc(O)cc2C1,1.403566603
1565,O=C(Nc1ccc2c3c(cccc13)CC2)c1ccnc(-n2cncn2)c1,2.092134408
1566,Cc1ccc(-c2nc(CC(=O)NCCC(C)C)cs2)cc1,2.666785588
1567,O=C(Nc1ccc(F)cc1)c1cc(C2CC2)nn1-c1ccccc1,1.315823458
1568,CC(C)(C)NC(=O)c1cnc(-c2ccc(Cl)s2)s1,1.619166403
1569,CCC(C)(C)NC(=O)C1(Cc2ccc(-c3cc(F)ccc3OC)cc2)CCOCC1,2.845170003
1571,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,1.10561236
1572,Cc1cc(C(=O)Nc2ccc(C)c(C)c2)n(-c2ccccc2)n1,1.986883651
1576,COc1cc(NC(=O)c2ccc(F)cc2C)ncn1,0.92251786
1577,Cc1cc(C)c(-n2cccn2)c(-c2cn(C[C@@H]3CCCO3)nn2)c1,1.832221417
1581,COCC1(c2nc(-c3ccncc3)nn2Cc2cccc(Cl)c2)CC1,2.532381056
1582,Cc1ccsc1C(=O)NCc1ccc2c(c1)OCCCO2,1.724922732
1583,CCNc1ccnc(N(C)Cc2nc3ccccc3n2C)n1,1.469100046
1585,C#CCNC(=O)c1ccc2c(c1)OCO2,1.145755624
1586,CC(C)(C)c1nccc(NCc2ccncc2)n1,1.148787684
1587,CCC(=O)NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12,1.122903649
1588,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,2.008306285
1589,Cc1c(C(=O)NCc2cnc(N(C)C)n2C)sc2ccccc12,1.25224605
1592,CC(C)(C)NC(=O)NCCn1nc2c(cc1=O)CCCC2,1.084540532
1593,COc1cc2nc(/C=C/c3cocn3)sc2cc1OC,1.056447458
1595,Cc1nc(CN(C)C(=O)C2c3ccccc3-c3ccccc32)no1,1.176264942
1596,O=C(Nc1nccs1)C1CCN(C(=O)CN2CCc3ccccc32)CC1,1.52170021
1597,O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(Cc1cccnc1)C2,1.105135338
1598,CC1(c2nnc(-c3ccc4c(c3)OCCO4)o2)CCOCC1,1.125416198
1599,CCN(CC#N)C(=O)c1nn(-c2ccc(F)cc2)c2c1CCCC2,1.700894004
1600,O=C(c1ccccc1-c1ncc(-c2ccccc2F)o1)N1CCC1,1.545059585
1601,Cc1cccc(OCCCNc2cc(Cn3c(C)nc4ccccc43)nc(N)n2)c1,2.728081755
1602,CN(C)c1ccc(C(=O)N2CCN3C(=O)N(Cc4ccccc4)C(=O)[C@H]3C2)cc1,1.477237051
1603,Cc1cc(C(=O)NCC2CC2)n2nccc2n1,1.409611931
1605,O=C(NCc1ccc(F)cc1)C1(Cc2ccc(-c3cccnc3)cc2)CCOCC1,2.892379028
1608,O=C(CSc1ccc(F)cc1)N1CCCC1,0.970579306
1611,COc1ccc(/C=C/C(=O)c2c(C)nc3ccccc3c2N)cc1,2.258919698
1612,CCn1ncc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c1C,2.356002898
1614,Cc1cnc(-n2cnnc2)c(-c2cccc(Cl)c2Cl)c1,0.838786145
1615,Cc1cccc(-n2c(S)nnc2CNc2ccc(F)cc2)c1,1.235149536
1616,COc1ccc(-c2cccc(C3CCCN(C(=O)C4CCCC4)C3)n2)cc1,2.243283666
1617,c1cc2c(N3CCNCC3)nc(-c3ccnc(NC4CCCCC4)c3)cc2cn1,1.837158981
1619,CSc1ccc(CN(CCO)C(=O)CCc2cccc(F)c2)cc1,2.17858274
1621,COc1ccc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1F,1.224351745
1623,COc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)ccc1OCC(N)=O,2.197440459
